Make,Model,Type,Origin,DriveTrain,MSRP,EngineSize,Cylinders,Horsepower,MPG_Highway,Weight,Length
Nissan,Altima SE 4dr,Sedan,Asia,Front,23290,3.5,6,245,26,3197,192
Nissan,Maxima SE 4dr,Sedan,Asia,Front,27490,3.5,6,265,28,3473,194
Nissan,Maxima SL 4dr,Sedan,Asia,Front,29440,3.5,6,265,28,3476,194
Nissan,Quest S,Sedan,Asia,Front,24780,3.5,6,240,26,4012,204
Nissan,Quest SE,Sedan,Asia,Front,32780,3.5,6,240,25,4175,204
Nissan,350Z coupe 2dr,Sports,Asia,Rear,26910,3.5,6,287,26,3188,169
Nissan,350Z Enthusiast convertible 2dr,Sports,Asia,Rear,34390,3.5,6,287,26,3428,169
Nissan,Frontier King Cab XE V6,Truck,Asia,All,19479,3.3,6,180,20,3932,191
Nissan,Titan King Cab XE,Truck,Asia,All,26650,5.6,8,305,18,5287,224
Nissan,Murano SL,Wagon,Asia,Rear,28739,3.5,6,245,25,3801,188
Oldsmobile,Alero GX 2dr,Sedan,USA,Front,18825,2.2,4,140,32,2946,187
Oldsmobile,Alero GLS 2dr,Sedan,USA,Front,23675,3.4,6,170,29,3085,187
Oldsmobile,Silhouette GL,Sedan,USA,Front,28790,3.4,6,185,26,3948,201
Pontiac,Aztekt,SUV,USA,Front,21595,3.4,6,185,26,3779,182
Pontiac,Sunfire 1SA 2dr,Sedan,USA,Front,15495,2.2,4,140,33,2771,182
Pontiac,Grand Am GT 2dr,Sedan,USA,Front,22450,3.4,6,175,29,3118,186
Pontiac,Grand Prix GT1 4dr,Sedan,USA,Front,22395,3.8,6,200,30,3477,198
Pontiac,Sunfire 1SC 2dr,Sedan,USA,Front,17735,2.2,4,140,33,2771,182
Pontiac,Grand Prix GT2 4dr,Sedan,USA,Front,24295,3.8,6,200,30,3484,198
Pontiac,Bonneville GXP 4dr,Sedan,USA,Front,35995,4.6,8,275,20,3790,203
Pontiac,Montana,Sedan,USA,Front,23845,3.4,6,185,26,3803,187
Pontiac,Montana EWB,Sedan,USA,All,31370,3.4,6,185,24,4431,201
Pontiac,GTO 2dr,Sports,USA,Rear,33500,5.7,8,340,20,3725,190
Pontiac,Vibe,Wagon,USA,Rear,17045,1.8,4,130,36,2701,172
Porsche,Cayenne S,SUV,Europe,All,56665,4.5,8,340,18,4950,188
Porsche,911 Carrera convertible 2dr (coupe),Sports,Europe,Rear,79165,3.6,6,315,26,3135,175
Porsche,911 Carrera 4S coupe 2dr (convert),Sports,Europe,All,84165,3.6,6,315,24,3240,175
Porsche,911 Targa coupe 2dr,Sports,Europe,Rear,76765,3.6,6,315,26,3119,175
Porsche,911 GT2 2dr,Sports,Europe,Rear,192465,3.6,6,477,24,3131,175
Porsche,Boxster convertible 2dr,Sports,Europe,Rear,43365,2.7,6,228,29,2811,170
Porsche,Boxster S convertible 2dr,Sports,Europe,Rear,52365,3.2,6,258,26,2911,170
Saab,9-3 Arc Sport 4dr,Sedan,Europe,Front,30860,2,4,210,28,3175,183
Saab,9-3 Aero 4dr,Sedan,Europe,Front,33360,2,4,210,28,3175,183
Saab,9-5 Arc 4dr,Sedan,Europe,Front,35105,2.3,4,220,29,3470,190
Saab,9-5 Aero 4dr,Sedan,Europe,Front,39465,2.3,4,250,29,3470,190
Saab,9-3 Arc convertible 2dr,Sedan,Europe,Front,40670,2,4,210,29,3480,182
Saab,9-3 Aero convertible 2dr,Sedan,Europe,Front,43175,2,4,210,30,3700,182
Saab,9-5 Aero,Wagon,Europe,Front,40845,2.3,4,250,29,3620,190
Saturn,VUE,SUV,USA,All,20585,2.2,4,143,26,3381,181
Saturn,Ion1 4dr,Sedan,USA,Front,10995,2.2,4,140,35,2692,185
Saturn,lon2 4dr,Sedan,USA,Front,14300,2.2,4,140,35,2692,185
Saturn,lon3 4dr,Sedan,USA,Front,15825,2.2,4,140,35,2692,185
Saturn,lon2 quad coupe 2dr,Sedan,USA,Front,14850,2.2,4,140,35,2751,185
Saturn,lon3 quad coupe 2dr,Sedan,USA,Front,16350,2.2,4,140,35,2751,185
Saturn,L300-2 4dr,Sedan,USA,Front,21410,3,6,182,28,3197,190
Saturn,L300 2,Wagon,USA,Front,23560,2.2,4,140,34,3109,190
Scion,xA 4dr hatch,Sedan,Asia,Front,12965,1.5,4,108,38,2340,154
Scion,xB,Wagon,Asia,Front,14165,1.5,4,108,35,2425,155
Subaru,Impreza 2.5 RS 4dr,Sedan,Asia,All,19945,2.5,4,165,28,2965,174
Subaru,Legacy L 4dr,Sedan,Asia,All,20445,2.5,4,165,28,3285,184
Subaru,Legacy GT 4dr,Sedan,Asia,All,25645,2.5,4,165,28,3395,184
Subaru,Outback Limited Sedan 4dr,Sedan,Asia,All,27145,2.5,4,165,27,3495,184
Subaru,Outback H6 4dr,Sedan,Asia,All,29345,3,6,212,26,3610,184
Subaru,Outback H-6 VDC 4dr,Sedan,Asia,All,31545,3,6,212,26,3630,184
Subaru,Impreza WRX 4dr,Sports,Asia,All,25045,2,4,227,27,3085,174
Subaru,Impreza WRX STi 4dr,Sports,Asia,All,31545,2.5,4,300,24,3263,174
Subaru,Baja,Truck,Asia,All,24520,2.5,4,165,28,3485,193
Subaru,Forester X,Wagon,Asia,All,21445,2.5,4,165,28,3090,175
Subaru,Outback,Wagon,Asia,All,23895,2.5,4,165,28,3430,187
Suzuki,XL-7 EX,SUV,Asia,Front,23699,2.7,6,185,22,3682,187
Suzuki,Vitara LX,SUV,Asia,All,17163,2.5,6,165,22,3020,163
Suzuki,Aeno S 4dr,Sedan,Asia,Front,12884,2.3,4,155,31,2676,171
Suzuki,Aerio LX 4dr,Sedan,Asia,Front,14500,2.3,4,155,31,2676,171
Suzuki,Forenza S 4dr,Sedan,Asia,Front,12269,2,4,119,31,2701,177
Suzuki,Forenza EX 4dr,Sedan,Asia,Front,15568,2,4,119,30,2756,177
Suzuki,Verona LX 4dr,Sedan,Asia,Front,17262,2.5,6,155,27,3380,188
Suzuki,Aerio SX,Wagon,Asia,All,16497,2.3,4,155,29,2932,167
Toyota,Prius 4dr (gas/electric),Hybrid,Asia,Front,20510,1.5,4,110,51,2890,175
Toyota,Sequoia SR5,SUV,Asia,All,35695,4.7,8,240,17,5270,204
Toyota,4Runner SR5 V6,SUV,Asia,Front,27710,4,6,245,21,4035,189
Toyota,Highlander V6,SUV,Asia,All,27930,3.3,6,230,24,3935,185
Toyota,Land Cruiser,SUV,Asia,All,54765,4.7,8,325,17,5390,193
Toyota,RAV4,SUV,Asia,All,20290,2.4,4,161,27,3119,167
Toyota,Corolla CE 4dr,Sedan,Asia,Front,14085,1.8,4,130,40,2502,178
Toyota,Corolla S 4dr,Sedan,Asia,Front,15030,1.8,4,130,40,2524,178
Toyota,Corolla LE 4dr,Sedan,Asia,Front,15295,1.8,4,130,40,2524,178
Toyota,Echo 2dr manual,Sedan,Asia,Front,10760,1.5,4,108,43,2035,163
Toyota,Echo 2dr auto,Sedan,Asia,Front,11560,1.5,4,108,39,2085,163
Toyota,Echo 4dr,Sedan,Asia,Front,11290,1.5,4,108,43,2055,163
Toyota,Camry LE 4dr,Sedan,Asia,Front,19560,2.4,4,157,33,3086,189
Toyota,Camry LE V6 4dr,Sedan,Asia,Front,22775,3,6,210,29,3296,189
Toyota,Camry Solara SE 2dr,Sedan,Asia,Front,19635,2.4,4,157,33,3175,193
Toyota,Camry Solara SE V6 2dr,Sedan,Asia,Front,21965,3.3,6,225,29,3417,193
Toyota,Avalon XL 4dr,Sedan,Asia,Front,26560,3,6,210,29,3417,192
Toyota,Camry XLE V6 4dr,Sedan,Asia,Front,25920,3,6,210,29,3362,189
Toyota,Camry Solara SLE V6 2dr,Sedan,Asia,Front,26510,3.3,6,225,29,3439,193
Toyota,Avalon XLS 4dr,Sedan,Asia,Front,30920,3,6,210,29,3439,192
Toyota,Sienna CE,Sedan,Asia,Front,23495,3.3,6,230,27,4120,200
Toyota,Sienna XLE Limited,Sedan,Asia,Front,28800,3.3,6,230,27,4165,200
Toyota,Celica GT-S 2dr,Sports,Asia,Front,22570,1.8,4,180,33,2500,171
Toyota,MR2 Spyder convertible 2dr,Sports,Asia,Rear,25130,1.8,4,138,32,2195,153
Toyota,Tacoma,Truck,Asia,Rear,12800,2.4,4,142,27,2750,191
Toyota,Tundra Regular Cab V6,Truck,Asia,Rear,16495,3.4,6,190,18,3925,218
Toyota,Tundra Access Cab V6 SR5,Truck,Asia,All,25935,3.4,6,190,17,4435,218
Toyota,Matrix XR,Wagon,Asia,Front,16695,1.8,4,130,36,2679,171
Volkswagen,Touareg V6,SUV,Europe,All,35515,3.2,6,220,20,5086,187
Volkswagen,Golf GLS 4dr,Sedan,Europe,Front,18715,2,4,115,31,2897,165
Volkswagen,GTI 1.8T 2dr hatch,Sedan,Europe,Front,19825,1.8,4,180,31,2934,168
Volkswagen,Jetta GLS TDI 4dr,Sedan,Europe,Front,21055,1.9,4,100,46,3003,172
Volkswagen,New Beetle GLS 1.8T 2dr,Sedan,Europe,Front,21055,1.8,4,150,31,2820,161
Volkswagen,Jetta GLI VR6 4dr,Sedan,Europe,Front,23785,2.8,6,200,30,3179,172
Volkswagen,New Beetle GLS convertible 2dr,Sedan,Europe,Front,23215,2,4,115,30,3082,161
Volkswagen,Passat GLS 4dr,Sedan,Europe,Front,23955,1.8,4,170,31,3241,185
Volkswagen,Passat GLX V6 4MOTION 4dr,Sedan,Europe,Front,33180,2.8,6,190,26,3721,185
Volkswagen,Passat W8 4MOTION 4dr,Sedan,Europe,Front,39235,4,8,270,25,3953,185
Volkswagen,Phaeton 4dr,Sedan,Europe,Front,65000,4.2,8,335,22,5194,204
Volkswagen,Phaeton W12 4dr,Sedan,Europe,Front,75000,6,12,420,19,5399,204
Volkswagen,Jetta GL,Wagon,Europe,Front,19005,2,4,115,30,3034,174
Volkswagen,Passat GLS 1.8T,Wagon,Europe,Front,24955,1.8,4,170,31,3338,184
Volkswagen,Passat W8,Wagon,Europe,Front,40235,4,8,270,25,4067,184
Volvo,XC90 T6,SUV,Europe,All,41250,2.9,6,268,20,4638,189
Volvo,S40 4dr,Sedan,Europe,Front,25135,1.9,4,170,29,2767,178
Volvo,S60 2.5 4dr,Sedan,Europe,All,31745,2.5,5,208,27,3903,180
Volvo,S60 T5 4dr,Sedan,Europe,Front,34845,2.3,5,247,28,3766,180
Volvo,S60 R 4dr,Sedan,Europe,All,37560,2.5,5,300,25,3571,181
Volvo,S80 2.9 4dr,Sedan,Europe,Front,37730,2.9,6,208,28,3576,190
Volvo,S80 2.5T 4dr,Sedan,Europe,All,37885,2.5,5,194,27,3691,190
Volvo,C70 LPT convertible 2dr,Sedan,Europe,Front,40565,2.4,5,197,28,3450,186
Volvo,C70 HPT convertible 2dr,Sedan,Europe,Front,42565,2.3,5,242,26,3450,186
Volvo,S80 T6 4dr,Sedan,Europe,Front,45210,2.9,6,268,26,3653,190
Volvo,V40,Wagon,Europe,Front,26135,1.9,4,170,29,2822,180
Volvo,XC70,Wagon,Europe,All,35145,2.5,5,208,27,3823,186
